,tanggal,pm10,pm25,so2,co,o3,no2,co2
30,2021-11-27,36.095936,51.15297,41.879253,8.882893,36.582233,10.310561,932.28534
31,2021-11-28,31.567993,52.882534,41.624775,6.6117773,32.49574,11.843722,1012.5336
32,2021-11-29,30.64315,44.288902,41.5819,5.3616147,34.11878,7.0530014,858.90686
33,2021-11-30,40.04618,48.40053,41.723614,7.910536,32.287968,8.942165,674.7716
34,2021-12-01,37.43001,42.78941,41.772083,9.95984,32.76591,8.701774,649.1748
35,2021-12-02,33.44999,45.77539,41.83878,7.3912263,31.780668,8.361314,893.9056
36,2021-12-03,28.424068,51.468178,42.111668,5.3341794,36.54875,8.4319105,1091.8566
37,2021-12-04,37.732403,56.816715,42.608242,6.9821186,31.723774,10.911562,995.5403
38,2021-12-05,41.06391,60.862007,43.10278,10.59507,25.740103,10.527414,909.638
39,2021-12-06,37.570023,51.283554,42.968643,11.436853,30.94772,10.837647,960.5721
40,2021-12-07,41.199257,45.858852,44.08025,9.062673,32.223225,13.495246,1122.7102
41,2021-12-08,35.621395,44.250797,43.44545,8.423284,27.949814,10.337535,1159.6793
42,2021-12-09,43.979477,42.210415,45.128414,9.837915,35.728985,12.150396,1129.3783
43,2021-12-10,49.028572,57.951298,44.715836,10.874831,34.79459,13.216527,1135.2783
44,2021-12-11,43.534985,56.581356,45.419918,11.568662,36.15103,12.8099985,1106.9152
45,2021-12-12,39.90889,55.67089,45.430172,8.399473,39.600056,12.405435,1235.0232
46,2021-12-13,43.892918,65.71424,45.03693,10.062943,39.582336,13.435081,1185.4288
47,2021-12-14,47.596825,57.150383,45.154377,10.891372,35.595978,11.448709,1153.311
48,2021-12-15,40.3535,57.995132,45.157207,11.426799,44.685307,12.472571,1148.8041
49,2021-12-16,44.27819,56.757927,44.475407,8.8991785,38.382896,13.979669,1349.328
50,2021-12-17,43.51349,55.562588,43.77261,11.004312,42.916862,13.044801,1116.9299
51,2021-12-18,42.69316,54.141212,43.66257,11.859053,46.746986,14.588024,1254.8962
52,2021-12-19,43.24436,57.07663,42.156338,9.503655,38.973427,14.062488,1211.0708
53,2021-12-20,48.473206,63.511524,41.312946,11.246533,39.75914,16.0578,1201.6886
54,2021-12-21,46.59059,56.958405,38.978573,11.83973,43.594944,13.712167,1246.894
55,2021-12-22,41.995834,61.788902,38.172253,12.280587,41.021336,15.98178,1301.569
56,2021-12-23,47.82393,63.823483,36.451916,10.546788,41.76002,17.044453,1524.6251
57,2021-12-24,49.487854,64.06572,34.963398,14.013702,41.31206,15.45511,1377.4899
58,2021-12-25,43.30842,59.891396,35.09366,12.5630865,40.14618,15.780328,1385.9075
59,2021-12-26,47.937454,65.11242,34.767956,11.391101,42.055954,15.08419,1483.863
60,2021-12-27,48.019535,62.154873,34.13122,12.778165,35.106274,12.270222,1406.7426
61,2021-12-28,51.562103,73.84756,34.050106,15.504507,38.735973,17.050293,1773.9359
62,2021-12-29,49.256653,75.43932,36.795513,12.845599,36.084354,18.270588,1825.9674
63,2021-12-30,45.42942,65.30879,31.45491,13.573206,32.242214,14.449325,1547.5001
64,2021-12-31,54.8769,67.10194,34.098835,14.5059,24.589157,15.917933,1443.7838
65,2022-01-01,49.103962,68.19979,28.412361,15.067386,30.760838,11.267644,1356.8208
66,2022-01-02,50.077026,60.278095,28.960781,12.783206,29.740044,9.995189,1623.7677
67,2022-01-03,52.765007,73.49378,22.171032,13.57753,29.876785,8.992488,1775.2662
68,2022-01-04,50.585533,67.461174,18.130869,14.777768,22.242521,6.445633,1857.7145
69,2022-01-05,52.988235,76.75112,15.455415,15.161431,31.054384,8.937092,1740.7662
70,2022-01-06,54.14911,80.245674,15.912854,16.832888,27.622648,10.810224,1774.853
71,2022-01-07,45.702347,55.949184,14.803596,15.888516,31.950998,8.069316,1748.295
72,2022-01-08,47.191498,60.37448,17.05324,15.917818,34.58727,9.319869,1776.353
73,2022-01-09,47.324844,67.21075,15.947576,15.323547,28.62731,7.613784,2129.0786
74,2022-01-10,39.93271,58.025597,17.6264,18.407555,33.037125,5.252075,1940.9602
75,2022-01-11,38.043533,73.60314,17.071516,16.758444,40.310455,5.7504315,1901.161
76,2022-01-12,37.099346,71.45738,17.517563,11.640357,35.516575,4.469178,1682.753
77,2022-01-13,28.653214,58.0807,17.217905,16.20316,41.9768,4.1655207,1330.899
78,2022-01-14,31.088045,67.96603,17.574558,15.130475,37.351494,7.1421213,1724.8367
79,2022-01-15,31.154556,67.74465,17.228754,10.833004,40.68054,6.131189,1800.143
80,2022-01-16,35.04716,58.762913,18.80075,13.151274,44.414143,6.227633,1708.3206
81,2022-01-17,32.158844,66.9283,18.91811,16.055832,43.91241,7.635461,1596.1455
82,2022-01-18,26.889582,58.35834,19.107674,12.7249155,39.344753,5.8242393,1168.2169
83,2022-01-19,34.71995,52.497223,19.974415,10.821051,41.551376,5.6067057,968.225
84,2022-01-20,45.23751,60.157455,19.15292,11.452733,44.694904,6.3696547,1194.5822
85,2022-01-21,44.2098,54.21887,19.403397,10.279153,46.587273,6.1037903,1445.7697
86,2022-01-22,48.014534,70.8366,19.71068,14.394535,45.087395,7.402232,1975.0304
87,2022-01-23,49.261276,80.68706,19.085825,18.13459,48.080368,9.673953,2416.4253
88,2022-01-24,46.625595,74.88718,18.718227,22.114388,45.859116,8.187469,2379.6523
89,2022-01-25,57.690983,83.865135,18.734896,20.273958,51.52989,8.871505,2013.9083
90,2022-01-26,61.53543,78.32088,19.21408,17.992577,44.243828,8.109816,1971.7668
91,2022-01-27,54.425713,54.759388,18.589344,16.618397,47.190746,6.057273,1871.1881
92,2022-01-28,53.30789,65.8431,17.867992,15.409618,46.15725,6.642112,1927.9716
93,2022-01-29,54.54329,62.806957,17.644035,11.034017,39.869453,6.363548,1979.4598
94,2022-01-30,53.598057,57.45819,17.167686,14.825392,41.379097,6.0069666,1968.0072
95,2022-01-31,45.448524,71.144966,17.267912,16.066856,49.546757,18.106071,1959.0497
96,2022-02-01,45.013367,77.21981,19.139835,16.116257,33.92201,10.822579,1631.515
97,2022-02-02,43.05185,60.310818,19.132393,15.5833235,31.373732,14.721187,1333.6593
98,2022-02-03,38.07715,54.470222,21.92411,12.858944,36.279186,12.049743,978.55286
99,2022-02-04,40.31728,62.198925,21.21246,6.9834166,32.77916,9.717652,1091.06
100,2022-02-05,40.041695,46.199688,24.0052,9.058137,28.409828,11.162532,901.5837
101,2022-02-06,39.89154,34.498344,25.208973,8.990578,30.21491,12.014571,1014.65845
102,2022-02-07,37.08718,47.438496,24.404446,7.50243,27.700485,11.363308,1084.4493
103,2022-02-08,36.661743,40.585922,24.270622,7.3917894,30.828754,15.247237,1038.2194
104,2022-02-09,35.42713,55.45451,24.770111,10.2897005,26.662016,17.468214,941.8219
105,2022-02-10,35.639984,64.13485,24.191174,10.231059,27.099976,12.666174,1069.5582
106,2022-02-11,31.98299,51.55204,24.408873,7.4121614,25.578548,10.2695265,973.6748
107,2022-02-12,35.46472,56.615356,24.555132,8.806731,25.765366,9.575555,982.9154
108,2022-02-13,37.378693,59.275204,24.55029,9.143811,25.909903,11.003833,1023.80664
109,2022-02-14,37.19947,52.62833,24.667437,9.65461,27.742989,11.613256,1071.1461
110,2022-02-15,39.336494,56.479977,24.419132,8.373966,26.971415,12.0409155,1074.8176
111,2022-02-16,42.93929,52.32411,24.616169,8.900495,28.715115,12.987372,947.82275
112,2022-02-17,48.03781,51.960163,25.356205,9.915949,26.228552,13.049506,1036.4525
113,2022-02-18,47.0054,63.63069,25.583664,9.718751,28.15504,12.121788,1105.5243
114,2022-02-19,41.862488,59.454067,24.92715,9.171955,28.23726,12.982319,1160.2173
115,2022-02-20,45.53103,67.9555,25.569633,9.136577,27.795835,11.864457,1066.3525
116,2022-02-21,44.79699,68.55667,25.382462,11.1126585,28.833363,11.060473,1072.1721
117,2022-02-22,44.967525,68.79627,26.142849,10.995406,30.391382,13.948534,1375.7947
118,2022-02-23,45.93743,65.59122,25.48864,10.647771,28.911709,13.348372,1282.0043
119,2022-02-24,36.934494,54.437572,29.84364,11.380489,32.45165,20.958376,1248.6896
120,2022-02-25,37.027325,57.94083,25.383633,8.994685,28.112253,13.746283,1203.0907
121,2022-02-26,48.74237,63.7376,30.918034,10.884297,34.355976,19.816692,956.00824
122,2022-02-27,47.655113,53.85636,27.298939,10.289858,29.981674,14.139998,1021.9457
123,2022-02-28,44.40548,64.73198,30.810934,10.204732,30.849838,10.994512,1273.4368
124,2022-03-01,44.460926,69.483376,29.705994,8.126407,34.243294,18.118906,1467.4429
125,2022-03-02,45.037834,68.00568,25.246758,11.7884035,31.588144,15.343593,1208.0562
126,2022-03-03,51.86611,80.07165,27.068584,13.059216,27.972128,14.9935055,1413.627
127,2022-03-04,51.329094,67.86066,28.27388,12.164063,37.48032,21.070986,1236.4875
128,2022-03-05,49.00571,59.14912,28.10513,10.819949,32.87313,20.704065,1199.3253
129,2022-03-06,50.61512,66.34681,27.545647,10.730344,27.354742,15.512975,1288.1566
130,2022-03-07,56.426468,74.87747,28.277328,12.813351,34.607483,17.342672,1411.6102
131,2022-03-08,54.90011,74.69655,28.031368,12.525472,32.496727,14.811578,1515.5277
132,2022-03-09,51.391037,76.47487,29.316496,10.747737,26.704613,14.047828,1394.2891
133,2022-03-10,57.290947,76.212074,28.250767,10.966227,26.881168,13.427578,1224.8346
134,2022-03-11,49.195213,67.51624,27.831429,12.953617,29.753399,13.001359,1198.9823
135,2022-03-12,53.10872,73.44355,28.601788,11.608592,27.229136,16.65792,1360.1959
136,2022-03-13,53.381752,76.639915,28.580894,7.450836,25.658669,13.724177,1323.5607
137,2022-03-14,47.00032,70.855225,28.470333,10.822483,21.572987,13.065112,1090.8605
138,2022-03-15,50.662544,73.05871,27.863098,11.46089,25.207603,12.693549,1164.9161
139,2022-03-16,51.72544,78.2235,30.673634,10.808163,23.771667,13.151282,954.09784
140,2022-03-17,54.480698,69.06931,29.966026,7.992465,25.984583,13.482334,1085.8204
141,2022-03-18,49.548996,77.93187,32.793697,8.762538,30.136684,14.549043,948.09656
142,2022-03-19,52.736404,72.03942,30.856834,8.2733345,28.079746,14.252597,966.56604
143,2022-03-20,58.290623,78.28414,33.624195,8.339065,32.156685,14.477921,932.2626
144,2022-03-21,62.2473,85.00855,32.563717,9.416988,34.11347,13.987999,1090.5822
145,2022-03-22,56.412582,76.10825,30.733551,10.050793,34.704895,12.316312,1237.7101
146,2022-03-23,56.286873,77.42904,29.646118,9.352979,33.067505,12.102767,1168.3628
147,2022-03-24,61.133694,80.233696,29.140837,8.526306,35.50461,10.458593,963.7713
148,2022-03-25,58.72798,80.524376,27.702898,9.432073,34.270336,11.341829,885.34686
149,2022-03-26,58.72831,85.24489,27.242569,9.475332,35.909824,12.942935,974.9766
150,2022-03-27,54.73379,83.05892,27.758354,8.208407,37.348743,15.016903,1210.6677
151,2022-03-28,51.124382,80.97544,27.211624,8.312334,38.15785,14.003197,1306.2848
152,2022-03-29,51.3583,75.937225,27.31549,9.424724,40.217575,16.817158,1265.9807
153,2022-03-30,51.756554,68.33036,27.560442,12.297572,35.001934,15.957085,1032.461
154,2022-03-31,48.70494,55.494465,24.121647,11.817439,37.560764,14.357036,1157.2068
155,2022-04-01,42.155693,53.95419,26.9426,8.533242,39.147198,10.991747,1110.7006
156,2022-04-02,49.97416,56.383785,24.698486,8.810042,37.543747,13.369363,972.66003
157,2022-04-03,47.42636,56.711876,26.872438,7.823162,40.465084,12.004203,917.31494
158,2022-04-04,49.19055,63.428738,26.191784,12.131847,43.479897,17.44451,1209.2864
159,2022-04-05,49.279545,61.772705,25.568163,10.048856,41.34744,18.12943,1458.7433
160,2022-04-06,40.302525,41.627487,30.479877,9.533962,39.944344,15.911277,1168.1227
161,2022-04-07,42.319576,43.275436,29.250698,4.7428603,41.873745,11.742314,931.23145
162,2022-04-08,46.396774,45.173523,27.933758,11.269628,41.36929,9.217212,839.85565
163,2022-04-09,46.126976,48.573658,28.008373,7.4258404,44.460556,9.935847,830.40955
164,2022-04-10,43.12993,66.08898,28.864012,5.4499006,45.288498,13.690953,1245.187
165,2022-04-11,39.932873,70.4036,27.240469,6.091157,44.385864,14.6573925,1501.6188
166,2022-04-12,40.936172,70.72629,26.709507,12.538228,45.937416,15.214929,1203.3385
167,2022-04-13,47.431973,77.018616,27.608524,13.029754,48.338158,17.81643,1182.2252
168,2022-04-14,47.16636,62.70656,27.723911,9.75209,46.37762,13.029059,867.93146
169,2022-04-15,44.396896,54.58871,27.341291,9.250729,44.452118,9.852435,1037.2485
170,2022-04-16,47.46508,59.848095,28.304337,9.775607,43.95068,13.152791,1115.1356
171,2022-04-17,52.195713,71.41599,32.367367,10.156007,41.76419,16.21517,1411.2623
172,2022-04-18,51.77494,77.13354,33.848785,10.229562,43.3908,15.94694,1293.8071
173,2022-04-19,49.248894,77.608284,31.815163,11.803188,42.60033,18.700209,1139.54
174,2022-04-20,51.19909,71.17049,30.560516,11.695425,39.655907,15.947421,1076.265
175,2022-04-21,52.802734,68.39207,31.507786,10.391562,32.53618,17.157143,1195.4159
176,2022-04-22,50.88181,68.28949,31.313288,7.8738604,37.86642,16.9211,1248.3959
177,2022-04-23,53.387558,73.34914,24.77703,9.889604,35.898647,16.717144,1176.4669
178,2022-04-24,53.030594,71.50387,19.851955,9.712833,37.457024,16.892385,1130.858
179,2022-04-25,54.540558,78.74629,19.995594,11.18209,30.810553,18.100225,990.0654
180,2022-04-26,57.291855,78.296455,20.394764,9.259806,32.5675,16.495247,1061.6512
181,2022-04-27,56.840237,82.069016,18.619843,8.970135,33.120056,16.49588,1022.5833
182,2022-04-28,54.946953,76.457695,17.357868,7.904117,31.939558,16.21378,1011.6798
183,2022-04-29,52.412666,69.84321,15.382124,9.913356,31.63482,15.842748,971.7583
184,2022-04-30,59.092354,66.75051,14.888192,9.41311,35.315437,16.858992,1123.8448
185,2022-05-01,58.83965,78.35947,13.625281,9.96571,31.940619,17.573437,1218.775
186,2022-05-02,52.063812,71.47032,12.613266,9.7464285,39.001938,16.918077,1247.584
187,2022-05-03,51.735382,71.2299,12.32496,10.8403425,35.005856,17.211971,1114.3746
188,2022-05-04,57.979584,87.26888,12.9121065,10.728234,36.844788,17.717049,1283.3601
189,2022-05-05,55.834244,80.19213,14.963386,11.131894,34.902447,17.453081,1199.6316
190,2022-05-06,48.68306,66.54831,14.842138,10.747716,44.124523,16.966833,1241.7242
191,2022-05-07,51.30675,68.8342,16.35239,10.120231,44.719517,18.749111,1358.0045
192,2022-05-08,56.84462,57.50079,16.13433,10.715907,45.444553,16.385727,1179.9208
193,2022-05-09,48.98264,62.46965,18.064804,10.74361,66.71882,16.582783,1110.4513
194,2022-05-10,48.031326,77.84103,20.373783,8.9895525,51.737255,16.15438,1135.2523
195,2022-05-11,49.671814,80.95575,19.977798,8.675826,46.592487,13.968692,1025.3859
196,2022-05-12,45.679123,81.86228,19.94087,10.051389,70.39405,15.482345,1094.6024
197,2022-05-13,44.142426,81.4165,20.765574,9.594506,55.673794,15.944371,1221.2335
198,2022-05-14,43.93348,75.554825,20.442429,7.83465,31.39638,14.071288,1041.6415
199,2022-05-15,44.8562,65.78301,21.790733,9.232061,46.777645,14.615598,852.2376
200,2022-05-16,44.66599,67.80979,20.391026,8.760674,41.81138,12.66324,809.27594
201,2022-05-17,45.754227,65.59582,19.305357,7.288028,27.376839,12.66013,790.99225
202,2022-05-18,45.819115,66.73545,23.541813,6.21838,30.494692,10.219314,831.7784
203,2022-05-19,46.916058,77.79633,26.77118,6.904521,28.596056,7.156803,912.2704
204,2022-05-20,47.05446,78.53825,28.75118,7.3229322,28.263842,9.340062,851.00415
205,2022-05-21,47.279205,76.21997,32.058968,8.168555,28.251522,10.315854,831.4392
206,2022-05-22,48.07911,72.536736,34.55225,6.6563106,26.23547,12.120618,889.05786
207,2022-05-23,49.293633,71.55471,44.474583,8.402,27.436352,13.6575365,830.0819
208,2022-05-24,52.243744,71.457054,42.146587,8.80017,30.615051,12.991839,1016.3688
209,2022-05-25,47.575333,66.65252,42.649006,7.945973,28.389498,11.058165,981.8142
210,2022-05-26,51.493435,65.68974,45.754536,7.4808087,30.900635,11.318622,892.8246
211,2022-05-27,55.649242,73.147514,47.7234,7.9008713,25.831154,9.104761,824.9578
212,2022-05-28,55.365417,73.35521,46.517643,8.508743,32.897793,11.058651,808.4
213,2022-05-29,55.732162,66.25687,46.773285,6.683028,29.600363,14.48228,947.49756
214,2022-05-30,51.839497,65.188225,46.93182,7.3560123,36.873787,14.644305,1018.771
215,2022-05-31,58.76573,61.067333,39.228924,9.135012,27.058723,22.639475,1260.2726
216,2022-06-01,60.267826,73.892555,44.509907,10.804389,38.80677,18.391125,1163.3756
217,2022-06-02,54.454407,67.06078,36.95458,9.585114,39.4947,18.468023,970.81793
218,2022-06-03,52.460365,64.746315,44.417225,7.1549587,38.629726,17.40165,920.4752
219,2022-06-04,58.754776,73.808655,38.652596,8.633994,37.059925,13.941468,825.0742
220,2022-06-05,58.802094,68.194824,40.22874,8.017637,43.120956,15.19507,862.5023
221,2022-06-06,57.951664,57.82278,45.972065,6.981636,39.350876,18.29851,1135.1411
222,2022-06-07,56.167324,58.96363,45.87002,7.043468,32.669643,16.073517,1176.6106
223,2022-06-08,57.249172,56.214848,44.201572,9.31135,37.453327,17.254114,997.7863
224,2022-06-09,60.18644,71.400764,45.29981,9.78737,35.460766,19.389399,943.22375
225,2022-06-10,59.707382,82.20658,46.55857,9.308015,31.4767,18.168566,914.83594
226,2022-06-11,56.560684,75.4703,47.606724,8.2232895,25.007475,16.839626,979.9071
227,2022-06-12,54.973656,76.56958,48.341496,7.041325,31.338154,16.523663,913.3159
228,2022-06-13,57.26635,76.304756,47.863735,6.083338,28.836615,14.730171,770.5389
229,2022-06-14,58.802048,80.22782,48.274464,8.694022,28.005081,14.199949,717.78687
230,2022-06-15,59.65264,82.1017,49.07938,8.180021,26.323175,17.32166,849.0732
231,2022-06-16,54.715973,79.14015,49.38129,6.713833,26.774908,16.45921,996.1752
232,2022-06-17,57.326584,82.55515,50.208584,7.672597,26.892973,17.73286,1129.6406
233,2022-06-18,61.09497,83.495255,49.62972,9.542609,26.371881,18.380589,1013.1447
234,2022-06-19,60.312843,80.28675,50.271496,9.594445,22.62529,18.886988,892.83344
235,2022-06-20,63.405197,80.67019,50.54843,7.351403,23.756905,20.0637,821.731
236,2022-06-21,57.412308,76.54032,49.613007,7.107797,23.149412,17.682823,773.13367
237,2022-06-22,54.861904,72.997314,49.998447,6.434584,22.259724,17.785173,770.72156
238,2022-06-23,64.944115,90.09954,50.198334,6.0515795,24.313354,19.13222,921.26953
239,2022-06-24,64.465385,88.87282,50.933407,6.965401,23.261229,18.03577,988.79553
240,2022-06-25,59.38137,86.08379,50.74919,8.410041,24.287287,20.866913,1034.4152
241,2022-06-26,54.786137,89.551765,50.27489,7.7501497,24.597267,19.773563,871.60034
242,2022-06-27,60.555847,86.936554,51.124554,7.49577,25.084204,17.836987,705.6123
243,2022-06-28,63.710274,85.73373,51.164047,7.022308,25.694555,18.179346,691.7402
244,2022-06-29,61.234756,69.58306,50.804665,6.9054384,26.36074,18.165737,693.41187
245,2022-06-30,64.65979,66.17923,50.32742,5.8691196,25.221998,17.850155,893.0827
246,2022-07-01,60.71129,79.645836,50.454216,7.262081,25.499985,18.411224,881.9678
247,2022-07-02,65.6081,77.85681,49.424473,7.300443,25.238213,18.937666,894.6386
248,2022-07-03,71.12397,90.17013,48.98142,7.943777,26.054323,17.75421,832.0167
249,2022-07-04,71.17996,97.87391,47.946545,7.6934834,25.454187,16.755878,845.37787
250,2022-07-05,62.31326,83.86574,47.00625,7.5197897,28.449278,15.835206,829.5378
251,2022-07-06,67.53196,84.14064,45.9335,6.693475,27.195173,15.554904,861.9279
252,2022-07-07,73.75109,81.06981,46.736492,7.0508914,28.533474,16.471012,773.71094
253,2022-07-08,70.71978,68.69286,46.30424,7.766241,28.710007,17.445679,791.4021
254,2022-07-09,70.23802,83.43317,47.67185,6.960205,29.52767,17.377653,827.0061
255,2022-07-10,68.831,95.05596,48.260406,5.6934767,30.983206,15.929858,761.36633
256,2022-07-11,68.73821,94.77212,48.199055,6.565159,30.098583,15.7906275,663.97473
257,2022-07-12,67.38559,95.9989,49.20746,6.0935807,26.07438,14.086015,656.25867
258,2022-07-13,68.17646,98.28485,49.30751,6.0910387,27.396362,15.479232,679.2322
259,2022-07-14,67.02794,92.41633,48.008846,5.173784,25.763058,15.046493,705.0886
260,2022-07-15,65.26946,97.37376,48.7163,6.291973,27.72685,18.492636,717.38837
261,2022-07-16,66.73603,101.71568,47.519684,5.6508408,25.980669,16.232328,716.95874
262,2022-07-17,64.01502,97.93467,49.071224,6.400593,24.797604,16.154718,580.2615
263,2022-07-18,68.2648,95.57714,48.696205,5.2848353,27.07427,15.904096,587.678
264,2022-07-19,69.89087,93.13515,48.19799,5.101079,26.95337,14.536516,555.468
265,2022-07-20,67.68313,81.28304,48.298332,4.7862844,25.562103,16.235338,590.58636
266,2022-07-21,65.38196,85.633194,47.954258,4.695813,26.504156,15.49002,606.9615
267,2022-07-22,70.22886,92.75651,47.64536,4.741354,26.340607,17.600365,643.8233
268,2022-07-23,74.33071,97.201126,46.91183,5.075301,28.726503,16.42096,595.5614
269,2022-07-24,65.401985,98.49821,46.815235,5.5398026,28.122541,16.513617,529.73
270,2022-07-25,66.633995,98.11723,46.442936,4.7085934,30.90768,16.329922,548.3077
271,2022-07-26,66.246864,101.04327,47.496086,4.7056184,26.325958,14.824508,518.3279
272,2022-07-27,61.58246,96.24188,47.98833,5.5174093,27.743954,15.877963,632.1758
273,2022-07-28,63.490685,96.76902,47.33198,7.1846194,28.906832,18.293394,789.6542
274,2022-07-29,63.200287,79.59807,47.768852,8.683604,27.68819,16.27465,942.75916
275,2022-07-30,62.67294,63.08682,49.53328,9.053266,29.35628,17.662527,1003.30756
276,2022-07-31,61.67694,76.504456,39.813595,9.479422,30.142792,21.32507,1054.9524
277,2022-08-01,62.692352,67.74085,46.319626,10.441632,32.256836,15.71736,1081.2529
278,2022-08-02,64.19893,67.496414,38.445724,10.463516,29.849236,16.463655,1048.2312
279,2022-08-03,61.312897,83.041534,46.38101,8.451552,28.96662,14.456635,1243.0553
280,2022-08-04,61.361275,75.20667,40.47018,9.864685,31.602272,13.520775,1175.7094
281,2022-08-05,57.565895,76.339615,41.785,10.565321,29.664856,16.458086,1336.4208
282,2022-08-06,54.346245,63.85984,46.65801,11.332807,24.194746,17.83461,1482.2382
283,2022-08-07,54.625427,51.021107,47.62601,10.74072,27.481007,15.489601,1382.1337
284,2022-08-08,52.51326,53.918285,44.18859,11.397237,25.82864,17.258802,1155.8651
285,2022-08-09,50.31227,55.66453,46.42853,9.416213,26.243422,15.027566,1002.98236
286,2022-08-10,47.762432,61.808453,44.90385,9.506773,25.886183,11.895316,854.3889
287,2022-08-11,54.77301,68.747475,44.72009,8.838201,25.666996,13.031894,1021.2659
288,2022-08-12,53.36402,69.522804,45.570705,7.126364,26.473452,12.817871,1102.4586
289,2022-08-13,49.63717,73.78537,45.746243,8.1533,26.78846,14.738889,1139.0852
290,2022-08-14,55.329742,80.06411,44.286266,9.395579,26.704176,14.593366,1129.5261
291,2022-08-15,52.883278,75.55026,44.728825,11.249918,25.648754,14.709448,1053.3842
292,2022-08-16,53.408745,70.472534,46.373158,9.248622,27.915146,14.573848,1044.8447
293,2022-08-17,56.39019,75.74003,45.715343,8.590259,27.627474,13.051423,985.5821
294,2022-08-18,56.116676,67.95952,45.193638,8.765912,28.921621,12.2806835,945.4058
295,2022-08-19,56.456,74.74787,45.198895,10.607473,28.87577,13.461533,1071.1962
296,2022-08-20,56.99739,80.22753,45.64887,9.128961,29.059715,13.286166,1274.6666
297,2022-08-21,56.56434,77.36172,45.30637,9.494167,27.786913,14.146156,1186.0172
298,2022-08-22,59.973297,83.90861,45.64844,10.526093,29.017698,16.098701,1192.7451
299,2022-08-23,59.479176,84.143974,45.095337,11.79816,30.328732,15.428784,1181.7964
300,2022-08-24,57.778572,78.49678,46.93245,10.377358,28.818949,15.221948,1257.9856
301,2022-08-25,55.51551,80.80779,45.510296,9.638341,29.729729,13.967145,1184.7242
302,2022-08-26,58.458824,80.240585,46.241528,9.843532,32.126686,13.742494,1075.0455
303,2022-08-27,61.092777,84.4728,46.290966,10.780206,31.154531,12.978421,1050.5145
304,2022-08-28,59.41576,82.42399,45.93568,9.730323,32.526844,15.62517,1147.6981
305,2022-08-29,57.96127,70.36321,45.776802,9.18637,32.92292,15.111241,1222.4606
306,2022-08-30,63.888527,70.50647,46.241787,10.774906,35.221226,16.101643,1325.9174
307,2022-08-31,59.971428,72.15635,38.444283,12.277401,33.543575,20.858109,1476.066
308,2022-09-01,59.48487,72.54334,44.340042,12.0054455,33.556614,15.745578,1383.4324
309,2022-09-02,66.431656,73.2809,37.600483,11.763655,35.61197,17.85149,1268.3961
310,2022-09-03,62.437675,73.540474,44.609104,11.001051,35.045013,14.288835,1200.1102
